Dataset,Source_Row,Column,Value,Issue
employee_attendance.csv,6768,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,6869,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,6970,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,7071,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,7172,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,7273,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,7374,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,7475,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,7576,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,7677,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,7778,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,7879,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,7980,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,8081,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,8182,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,8283,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,8384,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,8485,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,8586,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,8687,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,8788,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,8889,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,8990,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,9091,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,9192,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,9293,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,9394,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,9495,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,9596,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,9697,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,9798,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,9899,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,10000,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,10101,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,10202,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,10303,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,10404,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,10505,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,10606,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,10707,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,10808,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,10909,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,11010,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,11111,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,11212,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,11313,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,11414,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,11515,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,11616,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,11717,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,11818,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,11919,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,12020,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,12121,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,12222,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,12323,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,12424,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,12525,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,12626,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,12727,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,12828,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,12929,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,13030,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,13131,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,13232,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,13333,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,13434,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,13535,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,13636,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,13737,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,13838,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,13939,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,14040,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,14141,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,14242,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,14343,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,14444,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,14545,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,14646,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,14747,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,14848,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,14949,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,15050,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,15151,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,15252,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,15353,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,15454,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,15555,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,15656,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,15757,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,15858,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,15959,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,16060,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,16161,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,16262,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,16363,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,16464,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,16565,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,16666,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,16767,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,16868,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,16969,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,17070,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,17171,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,17272,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,17373,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,17474,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,17575,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,17676,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,17777,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,17878,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,17979,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,18080,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,18181,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,18282,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,18383,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,18484,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,18585,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,18686,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,18787,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,18888,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,18989,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,19090,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,19191,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,19292,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,19393,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,19494,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,19595,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,19696,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,19797,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,19898,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,19999,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,20100,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,20201,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,20302,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,20403,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,20504,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,20605,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,20706,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,20807,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,20908,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,21009,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,21110,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,21211,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,21312,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,21413,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,21514,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,21615,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,21716,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,21817,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,21918,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,22019,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,22120,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,22221,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,22322,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,22423,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,22524,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,22625,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,22726,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,22827,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,22928,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,23029,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,23130,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,23231,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,23332,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,23433,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,23534,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,23635,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,23736,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,23837,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,23938,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,24039,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,24140,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,24241,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,24342,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,24443,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,24544,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,24645,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,24746,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,24847,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,24948,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,25049,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,25150,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,25251,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,25352,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,25453,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,25554,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,25655,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,25756,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,25857,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,25958,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,26059,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,26160,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,26261,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,26362,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,26463,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,26564,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,26665,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,26766,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,26867,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,26968,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,27069,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,27170,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,27271,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,27372,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,27473,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,27574,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,27675,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,27776,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,27877,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,27978,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,28079,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,28180,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,28281,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,28382,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,28483,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,28584,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,28685,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,28786,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,28887,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,28988,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,29089,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,29190,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,29291,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,29392,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,29493,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,29594,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,29695,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,29796,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,29897,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,29998,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,30099,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,30200,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,30301,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,30402,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,30503,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,30604,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,30705,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,30806,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,30907,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,31008,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,31109,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,31210,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,31311,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,31412,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,31513,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,31614,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,31715,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,31816,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,31917,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,32018,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,32119,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,32220,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,32321,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,32422,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,32523,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,32624,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,32725,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,32826,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,32927,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,33028,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,33129,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,33230,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,33331,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,33432,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,33533,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,33634,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,33735,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,33836,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,33937,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,34038,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,34139,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,34240,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,34341,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,34442,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,34543,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,34644,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,34745,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,34846,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,34947,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,35048,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,35149,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,35250,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,35351,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,35452,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,35553,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,35654,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,35755,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,35856,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,35957,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,36058,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,36159,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,36260,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,36361,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,36462,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,36563,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,36664,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,36765,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,36866,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,36967,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,37068,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,37169,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,37270,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,37371,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,37472,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,37573,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,37674,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,37775,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,37876,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,37977,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,38078,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,38179,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,38280,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,38381,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,38482,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,38583,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,38684,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,38785,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,38886,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,38987,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,39088,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,39189,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,39290,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,39391,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,39492,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,39593,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,39694,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,39795,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,39896,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,39997,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,40098,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,40199,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,40300,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,40401,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,40502,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,40603,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,40704,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,40805,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,40906,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,41007,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,41108,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,41209,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,41310,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,41411,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,41512,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,41613,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,41714,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,41815,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,41916,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,42017,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,42118,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,42219,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,42320,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,42421,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,42522,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,42623,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,42724,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,42825,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,42926,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,43027,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,43128,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,43229,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,43330,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,43431,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,43532,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,43633,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,43734,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,43835,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,43936,Worked_Hours,-4.0,Negative Value
employee_attendance.csv,44037,Worked_Hours,-4.0,Negative Value
